cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,avg_life_Q1,avg_life_Q2,avg_life_Q3,avg_life_Q4,avg_life_M,avg_life_F,avg_life_all
33500,Texarkana,235988,48,Texas,TX,80.271057,81.173317,83.229721,83.753197,84.415649,84.785698,86.889214,87.237984,75.206978,76.134277,78.566208,79.134491,80.987083,81.344131,83.777382,84.160301,78.19640725,81.17090425,82.88314025,85.51622025,79.91385638,83.96947963,81.941668
33601,Lawton,171610,40,Oklahoma,OK,80.144173,80.29882,83.384003,83.599541,84.243294,84.509544,84.768105,85.127228,73.686279,74.154236,78.764351,79.191101,82.111702,82.404617,84.783295,85.094604,77.070877,81.234749,83.31728925,84.943308,80.02377313,83.2593385,81.64155581
33602,Altus,48010,40,Oklahoma,OK,81.225655,81.17672,82.004158,82.256516,84.851151,85.097359,88.809341,88.792244,76.309158,76.263527,79.050446,79.268227,80.343925,80.640808,85.462822,85.72789,78.743765,80.64483675,82.73331075,87.19807425,80.38335038,84.276643,82.32999669
33700,Ardmore,117982,40,Oklahoma,OK,79.697319,80.170403,82.113594,82.491737,84.657997,85.04731,86.168579,86.431908,74.805916,75.255943,79.195969,79.591408,81.856873,82.265976,83.389351,83.698296,77.48239525,80.848177,83.457039,84.9220335,80.0074665,83.34735588,81.67741119
33801,Elk City,60885,40,Oklahoma,OK,80.166458,80.484962,82.372894,82.682495,84.912445,85.246887,84.724899,85.153313,75.251266,75.502068,78.900352,79.180351,81.836319,82.179298,82.59127,83.005257,77.8511885,80.784023,83.54373725,83.86868475,79.80577263,83.21804413,81.51190838
33802,Chickasha,75666,40,Oklahoma,OK,80.469673,80.794899,81.929596,82.331306,84.264702,84.649963,84.592957,85.014359,75.591835,76.001381,78.486107,78.866165,82.173035,82.525948,83.310387,83.635696,78.214447,80.4032935,83.403412,84.13834975,80.07381925,83.00593188,81.53987556
33803,Oklahoma City,1154246,40,Oklahoma,OK,79.72422,80.150291,82.793457,83.074142,85.020607,85.283554,86.752884,86.972313,74.531509,74.986137,79.007927,79.349342,81.629662,81.965584,84.419868,84.698608,77.34803925,81.056217,83.47485175,85.71091825,80.07357963,83.7214335,81.89750656
33901,Ada,69207,40,Oklahoma,OK,80.782669,81.19442,82.432907,82.886948,85.415115,85.777687,83.341324,83.582527,74.953148,75.434669,80.243088,80.667488,82.607552,82.955269,82.492653,82.87368,78.0912265,81.55760775,84.18890575,83.072546,80.27844338,83.17669963,81.7275715
33902,Sherman,178371,48,Texas,TX,80.647713,81.158577,83.187813,83.451057,85.209053,85.560265,86.836319,87.139923,75.250221,75.786171,79.43116,79.681541,81.931702,82.315376,83.46769,83.859993,78.2106705,81.43789275,83.754099,85.32598125,80.21548175,84.14884,82.18216088
34001,Hot Springs,210357,5,Arkansas,AR,80.701759,81.401489,84.098244,84.514397,86.903152,87.186844,87.364494,87.715515,74.89769,75.659538,79.515312,80.018158,81.973015,82.403564,83.406097,83.827805,78.165119,82.03652775,84.61664375,85.57847775,80.21264738,84.98573675,82.59919206
34002,Idabel,97397,40,Oklahoma,OK,80.508896,81.016945,83.783546,84.170341,83.328804,83.76799,85.246155,85.653572,75.816544,76.326157,79.082619,79.463287,81.686768,82.064835,80.513672,80.977264,78.4171355,81.62494825,82.71209925,83.09766575,79.49139325,83.43453113,81.46296219
34102,Anchorage,369296,2,Alaska,AK,82.395813,81.983574,83.84137,83.723053,86.030144,85.71067,87.113548,87.11412,76.096382,76.141426,80.280113,80.495728,82.743286,82.822556,85.565262,85.743896,79.15429875,82.085066,84.326664,86.3842065,81.23608113,84.7390365,82.98755881
34109,Juneau,37347,2,Alaska,AK,84.733727,84.984138,83.558617,82.997452,85.573059,85.697464,88.231537,88.145119,79.191025,79.611008,82.445961,82.360985,81.228264,81.497673,84.087769,84.325905,82.1299745,82.84075375,83.499115,86.1975825,81.84357375,85.49013913,83.66685644
34115,Fairbanks,97458,2,Alaska,AK,83.175278,83.184273,82.731491,83.020889,85.662926,85.603294,87.577164,87.767288,76.65464,76.958763,80.437965,80.735733,81.518852,81.81134,84.683182,85.026619,79.9932385,81.7315195,83.649103,86.26356325,80.97838675,84.84032538,82.90935606
34201,Havre,25840,30,Montana,MT,82.311111,82.679703,82.862968,83.321671,86.744713,87.012909,88.723099,88.95842,76.255516,76.734978,80.274811,80.727905,82.712379,83.091263,83.15136,83.574463,79.495327,81.79683875,84.890316,86.1018355,80.81533438,85.32682425,83.07107931
34203,Great Falls,95101,30,Montana,MT,82.064545,82.363892,85.556824,85.809509,85.287498,85.677582,86.798889,87.188362,77.002594,77.40007,81.934227,82.284805,83.552711,83.933693,85.842056,86.135834,79.70777525,83.89634125,84.612871,86.49128525,82.26074875,85.09338763,83.67706819
34301,Cody,37247,56,Wyoming,WY,81.398453,81.691849,85.452545,85.701241,85.092285,85.367531,85.336517,85.613571,79.865997,80.060486,81.682251,82.031845,84.783844,84.971718,87.360207,87.503731,80.75419625,83.7169705,85.0538445,86.4535065,83.53250988,84.456749,83.99462944
34303,Riverton,35804,56,Wyoming,WY,80.250404,80.526291,82.549942,82.940498,85.45546,85.72934,87.392303,87.556389,74.963684,75.217659,79.751213,80.076355,85.119148,85.314507,85.166542,85.330193,77.7395095,81.329502,85.40461375,86.36135675,81.36741263,84.05007838,82.7087455
34304,Sheridan,46306,56,Wyoming,WY,81.239616,81.519455,84.591888,84.939201,86.13858,86.442375,88.331009,88.527069,75.446243,75.834244,81.948067,82.298752,84.02742,84.275902,83.503906,83.7742,78.5098895,83.444477,85.22106925,86.034046,81.38859175,85.21614913,83.30237044
34308,Billings,152638,30,Montana,MT,82.001724,82.358055,84.525398,84.856453,86.379227,86.642548,88.852905,88.972878,76.988228,77.365982,81.410248,81.757347,84.697449,84.958046,86.345345,86.555168,79.67849725,83.1373615,85.6693175,87.681574,82.50972663,85.5736485,84.04168756
34402,Bozeman,93985,30,Montana,MT,83.713264,84.06308,86.893684,87.188499,88.759789,88.950623,87.464279,87.711845,79.449532,79.830833,83.997643,84.346481,85.78714,86.044975,87.943237,88.138054,81.76417725,85.60657675,87.38563175,87.81435375,84.44223688,86.84313288,85.64268488
34403,Helena,70150,30,Montana,MT,82.283966,82.585167,84.600922,84.853333,86.672127,87.009689,87.329323,87.66684,78.009026,78.384674,82.001656,82.321129,84.889091,85.230965,86.278748,86.563866,80.31570825,83.44426,85.950468,86.95969425,82.95989438,85.37517088,84.16753263
34404,Butte,54033,30,Montana,MT,80.293167,80.619385,83.940269,84.279266,84.577682,84.999428,87.612038,87.901665,75.863785,76.192627,81.581291,81.919228,82.829498,83.221313,85.857109,86.173538,78.242241,82.9300135,83.90698025,86.8860875,81.70479863,84.2778625,82.99133056
34503,Kalispell,111205,30,Montana,MT,83.809357,84.11393,86.505424,86.778931,88.165604,88.382072,88.551468,88.758797,79.622368,79.965912,83.309982,83.645012,84.946808,85.241684,86.261116,86.525017,81.87789175,85.05983725,86.684042,87.5240995,83.68973738,86.88319788,85.28646763
34504,Missoula,135756,30,Montana,MT,83.756897,84.096077,85.403206,85.713463,86.557152,86.808098,88.480705,88.694786,78.56514,78.998924,82.295067,82.639641,86.424706,86.643951,85.239059,85.581367,81.3542595,84.01284425,86.60847675,86.99897925,83.29848188,86.188798,84.74363994
34601,Gillette,46229,56,Wyoming,WY,79.850159,80.30761,84.51442,84.797241,85.299889,85.588524,85.670876,85.869019,74.227882,74.695862,80.018784,80.360664,81.037476,81.414055,84.418556,84.587646,77.27037825,82.42277725,83.334986,85.13652425,80.09511563,83.98721725,82.04116644
34603,Casper,78585,56,Wyoming,WY,79.639458,79.891113,83.527679,83.85508,84.116516,84.399559,87.878922,88.062294,74.54097,74.784988,81.544014,81.781662,82.161034,82.482033,84.750481,84.964119,77.21413225,82.67710875,83.2897855,86.413954,80.87616263,83.92132763,82.39874513
34701,Honolulu,876156,15,Hawaii,HI,84.442314,80.322426,86.091698,82.003174,86.793808,82.763756,88.740166,85.316338,78.413071,75.977966,81.193604,78.940475,83.317558,81.286034,85.862755,84.188698,79.78894425,82.05723775,83.540289,86.02698925,81.14752013,84.55921,82.85336506
34702,Kauai,58463,15,Hawaii,HI,83.618286,80.727577,87.292641,85.143402,84.534737,81.250557,85.66655,82.558952,78.765427,77.201569,82.626671,81.281555,83.301659,81.976563,84.939285,83.651466,80.07821475,84.08606725,82.765879,84.20406325,81.71802438,83.84908775,82.78355606
34703,Maui,128241,15,Hawaii,HI,83.677345,81.84774,86.029808,83.646637,87.25415,84.762535,87.446709,84.998535,78.468605,77.597099,80.416603,79.206253,82.476555,81.288475,84.508507,83.454124,80.39769725,82.32482525,83.94542875,85.10196875,80.92702763,84.95793238,82.94248
34801,Las Vegas,49495,35,New Mexico,NM,84.188713,81.019646,84.83741,83.050026,87.993904,86.772804,89.247375,88.203598,78.326012,74.805695,82.179649,80.145721,82.685974,81.231483,86.280167,85.123474,79.5850165,82.5532015,84.67104125,87.2136535,81.34727188,85.6641845,83.50572819
34802,Santa Fe,218804,35,New Mexico,NM,85.365593,83.330391,86.166603,84.708099,88.077721,87.09021,88.382202,88.028671,80.333206,78.010071,83.485931,81.901642,85.268242,84.178734,87.005241,86.683258,81.75981525,84.06556875,86.15372675,87.524843,83.35829063,86.39368625,84.87598844
34805,Alamosa,46190,8,Colorado,CO,84.591103,82.688057,87.053253,85.82692,88.442146,87.834541,90.949974,90.715668,79.497665,77.49353,82.316315,80.890617,84.993607,84.386688,86.673637,86.30883,81.06758875,84.02177625,86.4142455,88.66202725,82.82011113,87.26270775,85.04140944
34901,Albuquerque,755244,35,New Mexico,NM,82.926025,81.087601,85.086525,83.812042,86.416702,85.628693,87.810692,87.497047,77.394073,75.531494,81.054832,79.786545,83.883286,83.127823,85.876381,85.618355,79.23479825,82.434986,84.764126,86.70061875,81.53409863,85.03316588,83.28363225
35001,Phoenix,3303211,4,Arizona,AZ,82.603043,82.181007,84.365196,84.16684,85.989082,85.897049,87.420326,87.461281,77.364937,76.974434,80.308685,80.148712,82.69735,82.65918,85.102737,85.22316,79.78085525,82.24735825,84.31066525,86.301876,81.30989938,85.010478,83.16018869
35002,Safford,42036,4,Arizona,AZ,82.442932,81.417664,84.451027,83.677757,83.976761,83.302834,89.647034,89.429886,76.496414,75.383713,80.833725,80.120003,84.681091,84.094048,82.76638,82.678658,78.93518075,82.270628,84.0136835,86.1304895,80.881754,84.79323688,82.83749544
35100,Tucson,999882,4,Arizona,AZ,83.091713,82.058113,84.705894,84.108185,86.048103,85.827721,87.88456,87.789841,77.897957,76.971382,81.336548,80.859077,82.886986,82.742584,85.65554,85.664551,80.00479125,82.752426,84.3763485,86.748623,81.75182813,85.18926625,83.47054719
35201,Grand Junction,187857,8,Colorado,CO,83.883194,83.842964,84.986641,85.149399,87.435654,87.539917,88.019608,88.275963,77.952812,77.897049,82.306068,82.451263,84.573822,84.702034,85.971123,86.252289,80.89400475,83.72334275,86.06285675,87.12974575,82.7633075,86.1416675,84.4524875
35300,Farmington,168198,35,New Mexico,NM,83.707153,83.38176,86.272598,86.045494,86.628891,86.771461,88.567368,88.760124,79.073051,78.700569,81.311089,81.121918,84.161499,84.29808,85.607666,85.892166,81.21563325,83.68777475,85.46498275,87.206831,82.52075475,86.26685613,84.39380544
35401,Flagstaff,289883,4,Arizona,AZ,83.220917,83.36898,85.756737,85.860748,86.258759,86.372169,87.38765,87.57457,78.183899,78.34153,82.844574,82.962143,84.653557,84.771355,86.259415,86.427315,80.7788315,84.3560505,85.51396,86.9122375,83.0554735,85.72506625,84.39026988
35402,Cortez,40087,8,Colorado,CO,82.296661,82.284767,84.090584,84.409431,86.424965,86.637825,88.141426,88.125916,80.176453,80.205116,82.944107,83.202713,84.609726,84.784439,86.846985,86.866875,81.24074925,83.66170875,85.61423875,87.4953005,83.70455175,85.30144688,84.50299931
35500,Gallup,241691,4,Arizona,AZ,83.827507,83.838852,84.580727,84.682961,86.810654,86.869949,86.78035,86.85347,77.98616,77.993568,82.364952,82.382355,84.366997,84.402901,83.550644,83.65728,80.91152175,83.50274875,85.61262525,85.210436,82.08810713,85.53055875,83.80933294
35600,Hawaii,148677,15,Hawaii,HI,83.877785,82.264931,85.053535,82.832825,87.796631,85.622246,88.171043,86.184608,78.55526,77.640724,82.062202,81.00724,83.578896,82.479065,85.589088,84.717125,80.584675,82.7389505,84.8692095,86.165466,81.9537,85.2254505,83.58957525
35701,Twin Falls,120807,16,Idaho,ID,82.361992,82.580048,83.306053,83.616638,86.390503,86.496803,89.39888,89.561829,77.407349,77.567108,81.672791,81.872757,83.202408,83.288651,85.633255,85.85202,79.97912425,82.61705975,84.84459125,87.611496,82.06204238,85.46409325,83.76306781
35702,Burley,41590,16,Idaho,ID,84.293549,83.698433,87.372879,87.342003,85.77092,85.977257,87.954758,88.26992,78.242813,77.610497,80.668518,80.762512,86.168396,86.203186,84.594826,84.950211,80.961323,84.036478,86.02993975,86.44242875,82.40011988,86.33496488,84.36754238
35801,Boise,493970,16,Idaho,ID,82.805107,82.869064,85.87191,86.01886,86.377289,86.61689,88.3536,88.453606,78.069664,78.159744,82.125214,82.317429,84.277351,84.540184,86.828117,86.972267,80.47589475,84.08335325,85.4529285,87.6518975,82.91124625,85.92079075,84.4160185
35802,Ontario,62170,41,Oregon,OR,82.0215,82.012489,84.581543,84.766548,84.133537,84.161705,84.320656,84.05233,78.696938,78.672325,81.584038,81.700821,83.251694,83.236015,86.317764,86.336006,80.350813,83.1582375,83.69573775,85.256689,82.47445013,83.7562885,83.11536931
35901,St. George,130138,49,Utah,UT,83.750992,84.011642,85.955276,86.101959,87.307732,87.431618,88.181992,88.456879,78.99865,79.299828,82.590584,82.778656,84.946953,85.120712,87.78064,88.006508,81.515278,84.35661875,86.20175375,88.10650475,83.69031638,86.39976125,85.04503881
35902,Price,54045,49,Utah,UT,83.574921,83.591805,85.62513,85.82267,85.48777,85.7938,88.135002,88.353943,76.055344,75.976547,80.900772,81.156288,83.842674,84.123802,87.380959,87.526955,79.79965425,83.376215,84.8120115,87.84921475,82.12041763,85.79813013,83.95927388
35904,Richfield,25012,49,Utah,UT,81.225914,81.750992,86.476753,86.636543,85.191727,85.500824,82.880531,83.382957,77.50808,77.934975,81.41806,81.720604,81.68734,82.056122,85.43898,85.755997,79.60499025,84.06299,83.60900325,84.36461625,81.69001975,84.13078013,82.91039994
36000,Provo,389179,49,Utah,UT,83.684753,83.597946,85.704643,85.804077,86.625633,86.836479,89.247955,89.379318,78.998199,78.916977,81.516502,81.698601,84.444885,84.679672,88.029358,88.187592,81.29946875,83.68095575,85.64666725,88.71105575,83.30897325,86.3601005,84.83453688
36100,Salt Lake City,1426729,49,Utah,UT,82.439445,82.212608,84.880211,84.756775,86.400757,86.407402,88.929672,89.015465,76.9757,76.811218,81.113365,81.080414,84.03373,84.117966,86.419998,86.595421,79.60974275,82.95769125,85.23996375,87.740139,82.1434765,85.63029188,83.88688419
36200,Logan,149590,49,Utah,UT,83.978996,84.130478,84.384865,84.794617,88.246597,88.336685,89.133301,89.228523,78.994225,79.181572,83.229179,83.532631,87.237656,87.327286,86.943024,87.095787,81.57131775,83.985323,87.787056,88.10015875,84.19267,86.52925775,85.36096388
36301,Pocatello,269722,16,Idaho,ID,81.376335,81.604301,85.256927,85.453346,87.087112,87.233658,87.3993,87.66375,77.727821,77.879745,81.939865,82.125992,83.912155,84.122772,86.248207,86.473633,79.6470505,83.6940325,85.58892425,86.9462225,82.55377375,85.38434113,83.96905744
36401,Steamboat Springs,38860,8,Colorado,CO,84.493744,84.457993,84.015732,84.333801,87.861206,88.07901,89.660149,89.794952,80.015404,80.015427,80.972565,81.298218,81.992683,82.397316,88.373589,88.505608,82.245642,82.655079,85.08255375,89.0835745,82.94635125,86.58707338,84.76671231
36402,Vernal,39595,49,Utah,UT,81.22686,81.435219,84.967186,85.259666,86.921913,87.144356,89.607201,89.748291,75.996178,76.1577,83.893936,84.067421,83.685883,83.952034,84.788002,85.097122,78.70398925,84.54705225,85.4260465,87.310154,82.2047845,85.7888365,83.9968105
36404,Rock Springs,80730,56,Wyoming,WY,82.176865,82.149757,83.798538,83.981155,85.761917,85.945107,86.718246,86.953201,75.461151,75.584351,79.578819,79.764168,82.132736,82.389503,85.632538,85.855492,78.843031,81.78067,84.05731575,86.28986925,80.79984475,84.68559825,82.7427215
36501,Klamath Falls,151353,6,California,CA,82.22805,82.430832,83.850151,83.9972,85.299194,85.521507,87.559494,87.818039,77.953575,78.177399,81.416428,81.586067,82.879684,83.129593,83.93399,84.277,80.197464,82.7124615,84.2074945,85.89713075,81.669217,84.83805838,83.25363769
36600,Redding,219295,6,California,CA,81.861061,81.928101,84.456589,84.646935,86.214027,86.397247,87.357719,87.572487,77.307289,77.428612,81.423912,81.64061,83.570602,83.763222,84.940765,85.162399,79.63126575,83.0420115,84.9862745,86.2583425,81.90467638,85.05427075,83.47947356
36700,Eureka,139540,6,California,CA,82.700058,82.909264,84.111153,84.309593,85.834175,86.012146,88.660591,88.805412,77.683182,77.92067,82.239548,82.478638,82.88533,83.143501,86.469521,86.648575,80.3032935,83.284733,84.468788,87.64602475,82.43362063,85.417799,83.92570981
36800,Medford,256995,41,Oregon,OR,82.841141,82.995377,84.785973,85.074585,86.015579,86.283806,87.371811,87.615089,78.234238,78.441658,81.700279,82.017136,84.416489,84.706459,87.923935,88.111,80.6281035,83.39449325,85.35558325,87.75545875,83.19389925,85.37292013,84.28340969
36901,Crescent City,48644,6,California,CA,82.456696,82.582123,81.929497,82.22776,85.808861,86.102928,87.45697,87.495544,76.876129,77.165344,80.830032,81.027962,84.668404,84.875282,82.228691,82.481766,79.770073,81.50381275,85.36386875,84.91574275,81.26920125,84.50754738,82.88837431
36902,Roseburg,163178,41,Oregon,OR,81.218758,81.567696,83.432945,83.759331,84.904518,85.226715,86.586418,86.848877,77.149025,77.474495,81.449814,81.773491,83.44371,83.743317,82.621315,83.00827,79.3524935,82.60389525,84.329565,84.76622,81.33292963,84.19315725,82.76304344
37000,Modesto,729182,6,California,CA,83.130165,82.047363,83.710602,82.870102,85.247421,84.762642,88.002274,87.748672,79.090469,78.013817,80.875107,80.053535,83.343773,82.885986,85.049217,84.894814,80.5704535,81.8773365,84.0599555,86.42374425,81.77583975,84.68990513,83.23287244
37100,Bakersfield,661645,6,California,CA,82.241989,81.117752,82.764191,81.601425,84.547997,83.824982,86.245964,85.976181,77.802879,76.669594,79.77478,78.695663,81.445587,80.868698,84.243774,84.07119,79.4580535,80.70901475,82.671816,85.13427725,80.44652063,83.54006013,81.99329038
37200,Fresno,1419998,6,California,CA,83.667328,81.820183,84.523941,83.16156,86.179916,85.358139,87.651001,87.323929,79.789078,77.946808,81.205124,79.853661,83.153214,82.352905,84.993988,84.720421,80.80584925,82.1860715,84.2610435,86.17233475,81.75189988,84.96074963,83.35632475
37300,Chico,387577,6,California,CA,82.4757,82.013336,83.408424,83.20993,85.913155,85.782852,87.389732,87.31675,77.944077,77.508659,81.226532,81.032982,83.676628,83.658363,85.105652,85.146217,79.985443,82.219467,84.7577495,86.23958775,81.91238875,84.68873488,83.30056181
37400,Sacramento,2570609,6,California,CA,82.632988,81.534317,84.240921,83.56279,85.700218,85.243027,87.864937,87.546097,78.31012,77.539444,80.664284,80.233704,83.025543,82.798462,85.342186,85.255661,80.00421725,82.17542475,84.1918125,86.50222025,81.6461755,84.79066188,83.21841869
37500,San Jose,2393183,6,California,CA,85.704544,83.660698,85.771378,84.117996,86.490448,84.964592,88.257233,86.932816,81.179398,79.455605,82.21669,81.002731,83.967857,82.997581,86.161041,85.490723,82.50006125,83.27719875,84.6051195,86.71045325,82.80895325,85.73746313,84.27320819
37601,Elko,61917,32,Nevada,NV,80.516586,80.320404,83.3246,83.299629,84.906387,84.78212,85.458015,85.51947,74.185631,73.91967,79.172409,79.208656,81.419624,81.382835,83.325287,83.408295,77.23557275,81.2513235,83.1227415,84.42776675,79.50280088,83.51590138,81.50935113
37604,Reno,453825,32,Nevada,NV,80.784508,80.593842,83.128387,82.738106,84.254593,84.280205,87.13134,87.129814,75.789276,75.723312,79.166061,78.982582,82.230064,82.383316,84.850128,84.97847,78.2227345,81.003784,83.2870445,86.022438,80.51290113,83.75509938,82.13400025
37700,Santa Rosa,603188,6,California,CA,82.645271,82.572105,84.430168,84.453659,85.826454,85.821671,88.070396,88.018478,79.073631,79.024513,81.568024,81.598167,83.69632,83.776955,85.789261,85.840858,80.82888,83.0125045,84.78035,86.92974825,82.54596613,85.22977525,83.88787069
37800,San Francisco,4642561,6,California,CA,84.560364,83.030678,85.177101,83.681114,86.352158,84.942276,88.114792,86.940689,79.70842,78.756645,81.491608,80.630669,83.313194,82.569565,85.785301,85.262665,81.51402675,82.745123,84.29429825,86.52586175,82.18975838,85.3498965,83.76982744
37901,Las Vegas,1568418,32,Nevada,NV,80.479675,80.013504,82.382607,81.851563,83.768089,83.313545,85.690895,85.32637,75.314339,75.113106,78.630104,78.404686,80.788795,80.677612,82.794151,82.78344,77.730156,80.31724,82.13701025,84.148714,79.31327913,82.853281,81.08328006
37903,Mammoth Lakes,30798,6,California,CA,82.598816,82.709961,85.682602,85.592751,87.165024,87.167336,89.879646,89.990791,78.202492,78.232864,81.796219,81.735168,83.732574,83.85881,84.64064,84.895195,80.43603325,83.701685,85.480936,87.351568,82.13674525,86.34836588,84.24255556
38000,San Diego,2813833,6,California,CA,84.616768,83.401642,85.454033,84.321327,86.762627,85.82,87.845268,87.164574,79.641876,78.754959,81.202232,80.465317,83.307312,82.772278,85.925522,85.661118,81.60381125,82.86072725,84.66555425,86.6491205,82.21632675,85.67327988,83.94480331
38100,Yuma,302387,6,California,CA,85.509247,83.511879,84.014305,82.646538,84.614601,83.706818,87.122047,86.514763,80.151482,78.084198,79.95636,78.663605,80.746063,79.93882,83.83847,83.226326,81.8142015,81.320202,82.2515755,85.1754015,80.5756655,84.70502475,82.64034513
38200,Santa Barbara,646028,6,California,CA,84.725441,83.95752,85.271294,84.71254,86.779854,86.49884,88.773003,88.736137,80.111382,79.397095,82.308411,81.769882,84.194321,83.991676,86.268433,86.301453,82.0478595,83.51553175,85.36617275,87.5197565,83.04283163,86.18182863,84.61233013
38300,Los Angeles,16393360,6,California,CA,84.939537,83.201843,84.932571,83.279694,85.971375,84.597343,87.606026,86.584801,80.507698,79.00219,81.418465,80.137199,82.79583,81.817863,85.527443,84.938232,81.912817,82.44198225,83.79560275,86.1641255,82.018115,85.13914875,83.57863188
38401,Lewiston,88546,16,Idaho,ID,82.102364,82.461487,84.500198,84.876205,85.879982,86.117889,86.188057,86.633705,78.577301,78.923828,81.692253,82.100548,84.815987,85.10527,84.325447,84.72702,80.516245,83.292301,85.479782,85.46855725,82.53345675,84.84498588,83.68922131
38402,Pullman,75675,53,Washington,WA,84.143272,84.274162,85.391144,85.772591,87.401016,87.60099,88.277954,88.442101,78.391457,78.619949,84.827843,85.139114,83.786423,84.095482,85.207527,85.483086,81.35721,85.282673,85.72097775,86.852667,83.19386013,86.41290375,84.80338194
38501,Moses Lake,91126,53,Washington,WA,82.761215,82.388931,84.952568,84.664505,86.479721,86.421288,88.182419,88.274933,78.104767,77.74131,81.658188,81.342102,83.490303,83.475746,84.555511,84.721245,80.24905575,83.15434075,84.9667645,86.433527,81.8861465,85.5156975,83.700922
38502,Wenatchee,99219,53,Washington,WA,83.400009,83.25988,85.153336,85.508133,85.736977,86.093201,89.660172,89.806015,80.043373,79.812744,83.082771,83.384743,84.863708,85.086235,86.251778,86.459015,81.6290015,84.28224575,85.44503025,88.044245,83.62304588,86.07721538,84.85013063
38601,Spokane,608317,53,Washington,WA,82.011871,82.220215,84.532005,84.789574,86.358101,86.65197,89.034218,89.238571,77.359497,77.675781,82.009964,82.327454,84.605652,84.911354,85.774338,86.079605,79.816841,83.41474925,85.63176925,87.531683,82.59295563,85.60456563,84.09876063
38602,Colville,86890,53,Washington,WA,82.923515,83.238312,83.47596,83.771965,86.25589,86.610626,88.037247,88.217186,79.573738,79.862495,81.974884,82.215797,83.902977,84.258202,87.885529,88.058975,81.399515,82.8596515,85.25692375,88.04973425,83.46657463,85.31633763,84.39145613
38700,Longview,220580,53,Washington,WA,81.595345,81.848495,84.172699,84.405052,85.201302,85.509712,87.004654,87.291191,76.178215,76.49514,80.623413,80.945114,83.292953,83.622322,84.715279,85.055382,79.02929875,82.5365695,84.40657225,86.0166265,81.36597725,84.62855625,82.99726675
38801,Portland,1842889,41,Oregon,OR,82.623009,82.614227,84.467178,84.458321,86.220779,86.231682,87.818787,87.88295,77.513107,77.657608,81.187614,81.305786,83.573151,83.72493,85.588425,85.791901,80.10198775,82.85472475,84.9376355,86.77051575,82.04281525,85.28961663,83.66621594
38802,The Dalles,65297,41,Oregon,OR,84.161476,84.261208,84.586899,84.861847,85.292107,85.583458,84.883919,84.981415,78.540581,78.671471,82.802879,83.005165,82.947083,83.275604,86.168816,86.283936,81.408684,83.8141975,84.274563,85.5795215,82.71194188,84.82654113,83.7692415
38901,Eugene,936387,41,Oregon,OR,82.122543,82.284134,84.788872,84.96917,86.332535,86.568657,88.012604,88.18708,77.444191,77.616516,81.474335,81.718483,84.201401,84.467216,86.065643,86.297012,79.866846,83.237715,85.39245225,87.14058475,82.41059963,85.40819938,83.9093995
38902,Newport,68741,41,Oregon,OR,82.706245,83.027,84.153999,84.431526,85.576111,85.873589,85.923973,86.056732,76.309814,76.677544,80.736664,81.069107,82.517494,82.894424,84.149986,84.457367,79.68015075,82.597824,84.2154045,85.1470145,81.10155,84.71864688,82.91009844
39000,Yakima,255943,53,Washington,WA,83.080658,82.58255,84.470726,84.373543,86.236015,86.12854,86.924103,86.9524,79.014328,78.481667,81.060219,80.852829,83.631767,83.50589,85.895958,85.853256,80.78980075,82.68932925,84.875553,86.40642925,82.28698925,85.09356688,83.69027806
39100,Kennewick,332609,53,Washington,WA,81.805672,81.628357,84.454529,84.537437,86.165245,86.241943,87.051483,87.143311,77.620895,77.413002,80.276672,80.387268,83.119141,83.255074,85.077103,85.2146,79.6169815,82.4139765,84.69535075,86.12162425,81.54546938,84.87849713,83.21198325
39201,La Grande,41271,41,Oregon,OR,81.167931,81.594872,83.736237,84.068001,86.749832,87.05558,89.57045,89.813248,79.646553,79.991043,82.009117,82.333366,84.744255,85.08918,88.125343,88.245392,80.60009975,83.03668025,85.90971175,88.93860825,83.77303113,85.46951888,84.621275
39203,Bend,153558,41,Oregon,OR,83.615768,83.766518,85.493973,85.835991,87.127068,87.370102,89.226173,89.396095,78.880875,79.090187,82.622887,82.989922,84.470505,84.753662,87.27597,87.493523,81.338337,84.23569325,85.93033425,88.34794025,83.44719138,86.478961,84.96307619
39302,Bellingham,166814,53,Washington,WA,84.515343,84.596992,86.057182,86.225586,87.055626,87.080261,88.812157,88.956024,79.742058,79.876038,82.350082,82.607201,84.898033,85.056183,86.877258,87.11306,82.18260775,84.31001275,86.02252575,87.93962475,83.56498913,86.66239638,85.11369275
39303,Port Angeles,90478,53,Washington,WA,83.950195,84.198105,85.134743,85.347389,86.235519,86.463654,87.677032,87.95459,79.198044,79.521423,81.534218,81.815666,83.592659,83.949272,87.569977,87.750351,81.71694175,83.458004,85.060276,87.7379875,83.11645125,85.87015338,84.49330231
